Gross capital formation (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Trinidad and Tobago,31.133648387635,25.5584672635326,28.0870521427212,23.3680507200626,22.8450035377287,25.9285651146637,23.059562555085,17.6079734219269,19.804981728501,17.1842915811088,25.8563003147786,33.9808005788982,31.3187615651211,25.9535156622046,21.8284165562831,27.3447659808122,24.5546344048527,26.6501172472387,30.2189582043542,29.0916011752759,30.6044980709299,27.6225844145926,28.2495893159452,25.5905638876137,23.9868259873358,18.7641109391525,21.5988682052326,19.3267673914113,13.0677022152088,16.5738663401085,12.5969741479605,16.1451392886237,13.5627253440351,14.3305519972318,20.2018305304634,20.7813963856278,24.2741408864099,30.1139937847524,33.3825474374537,21.0097863978496,20.0083481905078,26.7132302680376,22.6251554450169,25.3441540030965,19.9295719115632,28.8403090919926,15.6497141033712,12.8993629178,11.3597074954296,,,
Tunisia,,17.3334589019105,24.0627546456545,24.077301226906,25.2560335908634,27.906976744186,25.288197621226,25.1929824561404,22.9261408185667,22.4453632604843,21.148755955532,21.5161143894689,22.7166276346604,21.2802918440024,25.8043674893397,28.0176869185713,30.6570098292809,30.5442766549569,30.7580820483916,29.4284736481862,29.3602598503036,32.3282075925036,31.7271667637998,33.4962333056933,35.8991953090886,30.1625749825456,26.6004692475281,23.4838773910122,20.7098815324573,23.9116153453112,27.0680584705567,25.9884610268688,29.1942097506165,29.2395826229285,24.6442980181866,24.7006181165625,25.0137677472818,24.4588857797885,24.9171281844729,24.6202573505096,26.0826136294142,26.1793463195827,23.8106816772641,23.3232409755381,23.2784479318202,21.6794440065917,23.4495509888299,23.8277028449522,25.9282701948047,24.7662835770609,26.356180636855,
Turkey,9.97387313022294,9.93604273236176,10.6945084682018,11.7456273341056,10.9762904945357,11.3191810400834,12.8432729034971,12.6467276201568,13.4167607475963,13.3535825077745,14.6905848834606,13.7637111026804,16.8149432805258,15.4752746197802,17.8912866930214,18.7058636053366,20.3214287735666,20.6668557159898,15.1433723760035,14.5037974074367,18.1641109813788,17.8693455285154,16.9526320154019,16.2854709612392,16.1803696366521,16.5131456294511,18.8475799853483,25.6665047328829,25.14260066783,23.4725869123308,24.5492675167824,22.7120396231239,23.3622714401738,26.6156090890252,21.3205329264016,25.4735572675252,24.55131495025,25.1107862720154,22.1135157943845,19.1237179853179,20.7667982568928,15.0840538959787,17.614051788811,17.5967667965405,19.3900718119471,19.9895891356901,22.05485289487,21.4846560927346,21.7818343736693,14.937742391459,19.9306703553013,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4330708661417,33.5820895522388,35.2112676056338,40.1315789473684,45.9183673469388,,36.9261477045908,,,49.4380587484036,38.6810456574968,45.4948195784209,39.6689270043877,34.7386559448593,31.7126612120372,27.5596816976127,25.4187357966501,23.053619368981,22.9183114992722,19.5002034774555,18.6,31.7,50.5,58.6,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,10.9640679540938,10.1803675815688,11.1481403595795,12.8054475032158,12.0876208582892,11.2377334599557,11.4977307110439,13.4607034303083,13.0904183535762,14.0170121001557,14.0046682227409,16.1019460634199,11.6431924882629,8.71997367555117,11.6152696644478,8.05236391034093,6.25178768438688,6.04967948717949,8.28153630582402,6.58010074683559,6.15453836944906,5.60831526209527,9.09299655568312,7.40961166493081,8.13983532445446,8.73201845144155,8.44692452401211,9.71821588541641,10.7923497171266,11.1362280233226,12.7040800379721,15.1712651209099,15.9389277365557,15.2457864756374,14.6818263424744,12.4120253617356,20.1726894202289,18.1785564881152,16.4471450744691,19.5491206383786,19.4838217151561,19.3020594182529,20.2174228040713,20.984141578591,20.1456899167854,22.3551458572083,21.1303700249159,22.0830552689569,22.9771172853882,24.1274816932592,23.7447205913406,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8813842202026,27.4638153761466,26.3493611365291,34.4523098089038,36.2925137959576,35.331445800484,26.6832081449334,22.6707877246622,21.445937676443,20.8172097231139,17.5129543353252,19.6301522902334,21.7640432930114,20.148797661751,21.9701957029146,21.1342371918763,22.5847883801636,24.7614182040713,26.6536336025507,27.9395942855696,17.0598185789598,19.3495016933018,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.713862503031,21.7830399206546,21.4375183396035,19.3088775707562,19.2419600914195,18.2037406642768,23.7612546094324,22.5036258926355,23.869742799442,25.2721125152546,
United Kingdom,,,,,,20.3300489681642,19.8153623735673,20.4885643198304,21.210636154316,20.5953730236814,20.0933616888325,19.6524557501198,19.1146909577661,22.5032624708417,22.7526005357137,19.2590315991207,20.9956925558362,20.5160737545248,20.1655543676353,20.4066701612912,17.5998353231783,15.9896050788399,16.6345223183785,17.4358006165224,18.3605980970741,18.2447934807247,18.049641653968,18.99898522156,21.3853419991223,22.1130305326363,20.1829617926538,17.1739072334398,16.39547968107,15.9427755596182,16.6588983631728,17.1499837712372,16.8802112249049,17.2863557558737,18.3986386881904,18.0994992846154,17.6575005992121,17.4727517435458,17.0895916560656,16.7595338415943,17.0733634405383,17.0414863524602,17.5094479364322,18.2618957515884,16.9913590492862,14.2077290734898,15.4200148387617,
United States,,,,,,20.2677837475216,20.2075893831431,19.1257870710127,19.1886355745503,19.4291200134669,18.0132708821233,19.0728595813494,19.9265306122449,20.7186153509092,19.9273167777105,17.4387088825921,19.1255320325024,20.6396503774334,22.0166959578207,22.1741694515432,20.2673893405601,21.2771441458857,18.7037209158224,18.7116826827112,21.3644754384166,20.2972662970751,19.6926553672316,19.4087978037413,18.7182678440902,18.6848539441513,17.6758016275996,16.2898140185813,16.4872720304066,17.0608698294065,18.1773983670084,18.1538209964025,18.5831688405517,19.4307515290983,19.8707241734355,20.3214708095904,20.5752212389381,18.989827924838,18.3650922551038,18.3484832088879,19.331544237786,19.8899814780957,20.117424753678,19.1268310110754,17.4415432716183,13.9214985098002,15.0527160622772,
Uruguay,22.2168377480081,23.6404688541296,19.4083731364165,17.3141023221879,14.4528559187719,13.7218798993692,16.5452717536265,18.7486959372858,13.8585029742413,14.9524117993792,3.39599574368533,17.7321568869655,17.1588606533046,34.1082989994114,15.8541881518023,18.8980687698931,20.9588961918288,21.4856149405659,22.7101689236136,24.0414998029792,17.3463190317123,21.3904635717161,19.7965181607727,14.2535413550652,12.1267005046183,11.3787729384631,11.1816619836062,14.2951201316352,14.6697475489971,12.0664635543336,12.2008510128042,15.1253447103372,15.3848955969299,15.6412955091165,15.8716341305374,15.4077114197278,15.2402122742298,16.8452933916496,17.337578088105,15.0753309571566,14.4570209014016,14.3279397812772,13.0729059453081,15.2063088410246,17.4684628031634,17.6988581513026,19.4605734146319,19.526055300161,23.2080945951331,19.5838648742449,19.0677161977549,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5525688510763,27.2198011711834,31.6633005407518,32.1691992698209,26.8165519347905,19.8081000435922,14.6183258119327,18.2853558084763,27.2393587101024,29.183811161218,21.6660985022982,20.174330830317,17.518147567014,16.3471805372152,19.5894931481723,20.3148552579921,20.1866332791548,24.3744164423783,26.524800092945,19.0998733097937,20.8971826888968,25.3,26.1,26.46111820627,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,23.80517313351,19.86469407479,25.8234217749314,28.5860413879928,33.1129974951294,26.7148014440433,33.0192055350113,33.2272678243987,26.0702602759209,21.0781889303538,21.2402151572135,23.2065196097637,22.6366167105213,19.7145047643386,18.8364249578415,17.146017699115,18.9928307123034,19.9139980235571,18.3537886872999,18.7702443041449,17.3291893021312,19.1987999213063,20.1740911418331,22.6836269023479,24.8423077634524,,,,
Venezuela,21.8748020853313,21.5159093193087,21.4650565359343,20.1323682717282,25.7907082464128,24.8188411552195,23.971570602158,24.003322514321,28.7203792476611,29.6262535307348,32.8870288631194,32.18045060566,33.149168441989,30.9826586844545,26.1645958665175,32.7821712809253,36.1318377484717,43.0777428641305,43.916626544902,33.1985420347566,26.3935512512308,24.4252014452881,27.6895952731944,12.2063033006613,18.1200924698216,19.1485144545874,20.8108800078028,25.1854839065759,27.885976143945,12.7006722233956,10.2199353211414,18.6780080408442,23.7212884574377,18.7509935545242,14.1563417993326,18.1138892124224,16.5547477549353,27.6725251281192,30.6604025312076,26.5167782746872,24.1703919915729,27.5241676945984,21.1588880528986,15.2174422722,21.798464440157,23.0040335685058,26.921912843379,29.1961873959635,25.8883543520694,24.7749663550456,20.8203620923952,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4240367767449,13.5609753346241,17.8443579335246,14.6306915100017,12.5658449775969,15.070332387122,17.6401408392448,24.2553000865966,25.4758183466623,27.1442438796203,28.1028978250416,28.2995811139211,29.0498780339888,27.6297570306732,29.6099148796892,31.1727736354662,33.2261162348795,35.4448576265266,35.4653324557048,35.5742477160094,36.8101729917702,43.1313745120069,39.7125191409243,38.1289081579122,38.8815970809434,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6390888878843,35.3808881239941,36.5502886249628,35.4063126902612,36.0368117631716,43.3365326672643,32.6754510490642,22.3831611578777,26.0134127973596,26.7701128282354,24.9783510077748,25.7241154775589,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4400167615134,13.8157745327368,19.9478886560466,18.4820289666321,19.134419370368,21.7486859674444,23.0398548135484,24.6310756034888,23.6503380265952,18.7062815111396,18.9276615951282,19.5604238250263,18.4838501666927,20.7266658273967,20.2796968195702,18.5296186599287,16.3837695995646,17.1942959984504,15.4157885098003,13.5448528052236,11.6163771447424,
Zambia,24.5642155880585,24.9487074271645,23.1657048639736,18.4058835221626,12.0490129339687,25.3825857519789,30.7683615819209,34.2314118629908,33.9649507044555,19.2005813953488,28.2382412957844,37.293590645605,35.6186907365996,28.8835721455036,36.9441027269173,40.8604887983707,31.544180470477,24.667740636327,23.8592434515947,14.1332123706769,23.2830636570596,19.3177240958472,16.7691138959656,13.7520333302067,14.682620729885,14.8899160929331,23.810478400395,12.7137820787086,11.0735485349023,10.8074852881608,17.2782791508971,11.0164296890868,11.8917278526157,15.0425464732243,14.4030849461979,15.9227974988893,12.8451067193928,14.5727491706831,16.3920320645522,16.1974943385072,17.4346657642483,19.0059064823594,21.9019181755512,25.3781575439071,24.2833244372448,23.7691669529563,22.9881067505868,23.8256886548534,22.1931608413874,22.1458175801356,22.4054167777448,
Zimbabwe,20.433780940136,20.0499780830133,15.5987042017478,11.5132078431433,11.7423266185149,13.6524432266118,14.9489005641707,17.4255800274341,21.1232799498153,16.8915415324802,18.3377812971341,20.1710890755548,23.7047154371357,22.8755357716913,24.7439497658605,23.6324819424237,16.1108671431961,17.1856996030793,10.6951764307676,11.4096301072125,16.9369790916441,20.8158982449506,19.053735685271,14.3051579162588,17.0355041749106,17.8199767592335,18.0563597246051,14.9361652449422,18.7017231080981,15.0379808162431,17.3769430107354,19.1033993565562,20.2372653839393,22.7748869046597,23.7290558544342,19.660186285506,18.541940145886,18.1339030938897,20.7504609407926,14.3962804747067,13.5694244457991,10.2664732005598,5,8,4.50911503781575,1.52517644852863,1.5711613189499,7.10975328928954,5.12790693154695,2.16930687904638,2.96996151482642,
