CO2 emissions (kg per 2005 PPP $ of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,1.0264319238866,1.00020569673272,1.02635584707255,1.00014221606582,1.14138552108067,1.4089912381796,1.22023124531798,1.28856264047449,1.21452201090267,1.24586530360027,1.28953282285165,1.55861552103643,1.58002588405225,1.28501449983515,1.46452572032385,1.48791547160593,1.48699662545155,1.2781943673859,1.19147642815748,1.34808309371322,1.36468901348498,1.33826740772558,1.33139548141915,1.1983716746332,1.26532322777779,1.1730253152643,1.15447612092012,1.1832556924333,1.55286292479475,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,0.36734228911316,0.360252365059941,0.35122466051346,0.398150908882471,0.384566296655404,0.37637374484938,0.385887685690667,0.35219852317889,0.373364411653206,0.3896263388403,0.361832911701479,0.406563950701553,0.365787686985109,0.39315876191947,0.368091890733566,0.355001501681704,0.352867440220529,0.338393546778018,0.342478679574414,0.328962202380239,0.342783157733959,0.34160994829717,0.339093586025275,0.327339581946418,0.324072465398561,0.31654574990355,0.303893590586012,0.295151667053164,0.295921444277958,,,
Turkey,,,,,,,,,,,,,,,,,,,,,0.28826227643358,0.289826608627708,0.30477983192053,0.30220659237714,0.299634354477531,0.320209933201903,0.327729793711762,0.332693805472298,0.316144133077114,0.347690164886799,0.344412011454612,0.344235835925906,0.333551427560026,0.329428936045968,0.34009066401976,0.344594868548731,0.349595474236246,0.342508004218946,0.338961676871717,0.335988893123781,0.345664346296001,0.329902224225158,0.328543400770024,0.331580340874579,0.312763782285943,0.303834343668696,0.313221529529736,0.32566401097226,0.322761413099253,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26155380608313,2.47672414033201,3.62404561150815,4.03868953739792,3.92156393561553,4.21904151229649,3.44107868404292,3.98359808950161,3.40991447398923,3.15193837035339,2.8174651832663,2.52825764131286,1.98126673519128,1.84708239505851,1.7419272936582,1.62891974889163,1.48124116304294,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,0.07153635692488,0.076730712430752,0.072895716006881,0.07774422669729,0.088237099316395,0.089840514471677,0.097158024750475,0.087426152017134,0.082110221216788,0.080929201512298,0.079266101562531,0.069748323924997,0.059405318358026,0.068486410412271,0.069044972436971,0.070730368305819,0.079642157660937,0.076734931291297,0.081837176177051,0.082829698675073,0.079601070417036,0.075404671379106,0.075265291441838,0.090319002249654,0.094305029319181,0.103017465861829,0.110811643794972,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85441024062696,1.83997936323132,1.95428155887007,2.22051973926366,2.28130309168199,1.94609549012553,1.9107639467147,1.93738794298836,1.7646741061211,1.62041713354943,1.52611401347831,1.54195436741769,1.33983375180136,1.28904935647471,1.16155001446054,1.07998636054911,1.03861232485273,,,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,0.294616918467316,0.281137652172846,0.301508870996435,0.303403720493239,0.382903241322086,0.427410894584984,0.47549368619795,0.464401989127024,0.483638065748992,0.484996936351207,0.391228103733308,0.425196052247649,0.41955822650796,0.470233901290247,0.487572034045217,0.441448104326567,0.242524572853648,0.227367807972607,0.443630411436813,0.414610073681194,0.537167660019793,0.476911493681849,0.387322108251025,0.449168193434041,0.435051278185201,0.425016121308619,0.410537005709081,0.447102826319333,0.486435635899251,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,0.591814634878119,0.580000308631959,0.555055112722931,0.532584354843449,0.50303441584544,0.513432914018625,0.501483875698674,0.482210359433633,0.457980468449766,0.456601392053058,0.444111361810209,0.469015019471872,0.463316231174078,0.437867169291954,0.417121874511555,0.405304144616376,0.405212368686588,0.364141214144116,0.350629923641823,0.326917309142454,0.31770651990494,0.311905970490252,0.293561369564168,0.288201540113148,0.28256029829957,0.275141162315696,0.26854532884295,0.253026578592715,0.25257991890065,,,
United States,,,,,,,,,,,,,,,,,,,,,0.814500521875647,0.762453064084661,0.738173520082389,0.711915671445698,0.684876520253708,0.660200839219495,0.638995032368215,0.646030416350623,0.647642509273488,0.633333468628078,0.612786804058976,0.613241084137097,0.593751520055527,0.611674229945195,0.594287718771672,0.580712476745862,0.570802664451898,0.562327808079156,0.53304745991685,0.515671126740856,0.493602032200005,0.477415804442948,0.473014004923409,0.464345490164463,0.455813780916412,0.444792638616183,0.426969102980002,0.42390669276747,0.414838254052658,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,0.256501542700718,0.232573419629979,0.233637074029794,0.203962878389983,0.186500894256514,0.175601472261663,0.155639387596938,0.161407417214652,0.214744712573876,0.215640301446487,0.17590990866674,0.193767464442424,0.203812025285404,0.171501175615484,0.145555010206987,0.166737287614054,0.187192759891012,0.176054536686531,0.172445393045398,0.207942735026764,0.167292499188188,0.166886652069471,0.164191854586117,0.162104586443965,0.188357401449451,0.180436522173968,0.199524806885898,0.168990987288343,0.218876556523116,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14205302265057,3.34345424975639,3.3021943326482,3.02984870909541,3.0464316251239,2.85633065616171,3.16342763054408,3.02912974752512,2.98111996382234,2.91072536529581,2.91062444795003,2.70016852247822,2.43742807421688,2.09321687961476,2.05308694392218,1.88301230673091,1.8627182911753,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,0.19490222923609,0.154038629926187,0.139149473433521,0.1309713330091,0.119514617838441,0.260370144810972,0.126407082045627,0.105766637503074,0.148996201727653,0.138593447389169,0.138665682071764,0.127368966640176,0.124150953334462,0.123225847713857,0.112992783426995,0.111861018311694,0.139681111183404,0.138928321543059,0.127648868625028,0.127222941210501,0.114887802169687,0.12445147433355,0.130176600956871,0.130945175164303,0.12532337474659,0.07442178036238,0.060077039954951,0.095457690526618,0.102167660263378,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,0.520856394212155,0.529466327908006,0.549114064388043,0.568736682508982,0.561357808326213,0.608718366390251,0.618069549133913,0.604608874793111,0.597683651931333,0.612926274678864,0.646069312076592,0.556385643181254,0.481117001443631,0.563550561917222,0.60306204474259,0.594821720283126,0.549103535937472,0.563357578702571,0.70157879109633,0.769738231739852,0.65548754137052,0.717615718663348,0.881975150206898,0.950392757489068,0.703820761618464,0.605029963220672,0.530004118707635,0.518944761271614,0.510943002876794,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,0.38523146083206,0.447562326849027,0.475021231265475,0.515756602205806,0.437921228022742,0.308073345125345,0.358375514165594,0.338910243781935,0.325537157290455,0.309065495587865,0.325173494019083,0.330084257043562,0.354839373458303,0.432172795193907,0.431151908039798,0.413624173277286,0.432139609786408,0.464994312739241,0.50271774447089,0.521435510850946,0.619189625674576,0.584496679278958,0.434476560872567,0.537209806265401,0.57324231913098,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049692064775374,0.065144520929996,0.064942706038129,0.083278494082057,0.165428289706575,0.158552458400775,0.163983561439266,0.22511649166061,0.311271290029287,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443145016796793,0.439210011323356,0.577411324020439,0.364088633826896,0.411191475259946,0.385113409037675,0.488619564180289,0.481088231326357,0.357792959165156,0.392652739967002,0.389604535134581,0.416697231689048,0.388888876396919,0.411463048103368,0.43180179815215,0.434111411598003,0.436475107034562,0.446435630142036,0.458323614235991,,,
Zambia,,,,,,,,,,,,,,,,,,,,,0.399079430015225,0.35832926110977,0.385568618049864,0.365444668952024,0.316117428341405,0.30381057649459,0.316487573982597,0.288290561119562,0.315419944438801,0.264018642208737,0.249227745956815,0.246327514092487,0.254850465492682,0.242904094563588,0.257258128651035,0.23745197454628,0.191276268127806,0.236724470621981,0.233438850406258,0.178416969584085,0.173300675730268,0.17319942068433,0.173147831014009,0.175790206314156,0.167396915691004,0.170239885822121,0.162084371665069,0.114902108303503,0.119388623665528,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
